,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
154,183,PT08M57.00S,2021-07-15T01:44:18.6Z,2,REGULAR,substitution,in,[],201572,,,1610612749,28,30,2021-07-15T01:44:31Z,1820000,,,0,,SUB in: B. Lopez,[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
155,184,PT08M57.00S,2021-07-15T01:44:18.6Z,2,REGULAR,substitution,in,[],200782,,,1610612749,28,30,2021-07-15T01:44:31Z,1830000,,,0,,SUB in: P. Tucker,[200782],1610612749,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
156,185,PT08M57.00S,2021-07-15T01:44:18.6Z,2,REGULAR,substitution,in,[],1628969,,,1610612749,28,30,2021-07-15T01:44:31Z,1840000,,,0,,SUB in: M. Bridges,[1628969],1610612756,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
157,186,PT08M57.00S,2021-07-15T01:44:54.1Z,2,REGULAR,freethrow,1 of 1,[],201950,,,1610612749,29,30,2021-07-15T01:44:54Z,1850000,,,0,,J. Holiday Free Throw 1 of 1 (5 PTS),[201950],1610612749,MIL,,,,Holiday,J. Holiday,,,,,,Made,5,,,,,,,,,,,,,,,,,,
158,187,PT08M49.00S,2021-07-15T01:45:02.8Z,2,REGULAR,3pt,Jump Shot,[],203109,29.911300919842315,22.61795343137255,1610612756,29,33,2021-07-15T01:45:07Z,1860000,137,229,1,left,J. Crowder 26' 3PT  (6 PTS) (C. Paul 4 AST),"[203109, 101108]",1610612756,PHX,,,,Crowder,J. Crowder,,,,,26.65,Made,6,C. Paul,101108,4,,,,,,,,,,,,,,,
159,189,PT08M26.00S,2021-07-15T01:45:24.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,87.86136662286465,45.90226715686275,1610612749,29,33,2021-07-15T01:45:29Z,1880000,-20,62,1,right,MISS J. Holiday 6' driving floating Shot,[201950],1610612749,MIL,driving floating,,,Holiday,J. Holiday,,,,,6.49,Missed,,,,,,,,,,,,,,,,,,,
160,190,PT08M24.00S,2021-07-15T01:45:27.1Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,29,33,2021-07-15T01:45:27Z,1890000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,189,1,1,0,,,,,,,,,,,
161,191,PT08M12.00S,2021-07-15T01:45:39.8Z,2,REGULAR,turnover,bad pass,[],203109,,,1610612756,29,33,2021-07-15T01:45:47Z,1900000,,,0,,J. Crowder bad pass TURNOVER (2 TO),"[203109, 201572]",1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,2,Lopez,201572,,,,,,,,
162,192,PT08M12.00S,2021-07-15T01:45:39.8Z,2,REGULAR,steal,,[],201572,,,1610612749,29,33,2021-07-15T01:46:38Z,1910000,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
163,193,PT08M05.00S,2021-07-15T01:45:50.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,29,33,2021-07-15T01:45:50Z,1920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,194,PT08M05.00S,2021-07-15T01:45:54.4Z,2,REGULAR,substitution,out,[],1628470,,,1610612749,29,33,2021-07-15T01:45:59Z,1930000,,,0,,SUB out: T. Craig,[1628470],1610612756,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
165,195,PT08M05.00S,2021-07-15T01:45:54.4Z,2,REGULAR,substitution,in,[],1629028,,,1610612749,29,33,2021-07-15T01:45:59Z,1940000,,,0,,SUB in: D. Ayton,[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
166,196,PT08M01.00S,2021-07-15T01:46:18.6Z,2,REGULAR,foul,personal,[],1629028,,,1610612749,29,33,2021-07-15T01:46:28Z,1950000,,,0,,D. Ayton personal FOUL (1 PF),"[1629028, 203507]",1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,1148,1,0,Antetokounmpo,203507,,,
167,198,PT07M49.00S,2021-07-15T01:46:50.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201572,67.49342969776609,67.71599264705883,1610612749,29,33,2021-07-15T01:49:27Z,1970000,89,253,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
168,199,PT07M48.00S,2021-07-15T01:46:51.7Z,2,REGULAR,rebound,offensive,[],200782,,,1610612749,29,33,2021-07-15T01:49:27Z,1980000,,,0,,P. Tucker REBOUND (Off:2 Def:0),[200782],1610612749,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,198,2,0,2,,,,,,,,,,,
169,200,PT07M45.00S,2021-07-15T01:46:57.8Z,2,REGULAR,foul,personal,['2freethrow'],203109,,,1610612749,29,33,2021-07-15T01:47:18Z,1990000,,,0,,J. Crowder shooting personal FOUL (1 PF) (Lopez 2 FT),"[203109, 201572]",1610612756,PHX,shooting,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,2714,1,0,Lopez,201572,,,
170,202,PT07M45.00S,2021-07-15T01:47:29.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",201572,,,1610612749,30,33,2021-07-15T01:47:29Z,2010000,,,0,,B. Lopez Free Throw 1 of 2 (3 PTS),[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,,Made,3,,,,,,,,,,,,,,,,,,
171,203,PT07M45.00S,2021-07-15T01:47:35.0Z,2,REGULAR,substitution,out,[],203507,,,1610612749,30,33,2021-07-15T01:47:44Z,2020000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
172,204,PT07M45.00S,2021-07-15T01:47:35.0Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,30,33,2021-07-15T01:47:44Z,2030000,,,0,,SUB in: P. Connaughton,[1626192],1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
173,205,PT07M45.00S,2021-07-15T01:47:56.6Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",201572,,,1610612749,31,33,2021-07-15T01:47:56Z,2040000,,,0,,B. Lopez Free Throw 2 of 2 (4 PTS),[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,,Made,4,,,,,,,,,,,,,,,,,,
174,206,PT07M31.00S,2021-07-15T01:48:14.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,31,33,2021-07-15T01:48:14Z,2050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,207,PT07M22.00S,2021-07-15T01:48:51.1Z,2,REGULAR,3pt,Jump Shot,[],203109,20.893561103810775,9.405637254901961,1610612756,31,33,2021-07-15T01:50:36Z,2060000,203,144,1,left,MISS J. Crowder 24' 3PT,[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,,
176,208,PT07M21.00S,2021-07-15T01:48:52.1Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,31,33,2021-07-15T01:50:36Z,2070000,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,207,2,2,0,,,,,,,,,,,
177,209,PT07M14.00S,2021-07-15T01:48:55.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201572,92.72339027595268,51.78462009803921,1610612749,33,33,2021-07-15T01:49:00Z,2080000,9,16,1,right,B. Lopez running alley-oop Layup (6 PTS) (K. Middleton 2 AST),"[201572, 203114]",1610612749,MIL,running alley-oop,,,Lopez,B. Lopez,,,,,1.82,Made,6,K. Middleton,203114,2,,,,,,,,,,,,,,,
178,211,PT06M58.00S,2021-07-15T01:49:12.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,5.863994743758213,65.01991421568627,1610612756,33,33,2021-07-15T01:51:12Z,2100000,-75,3,1,left,MISS D. Ayton 7' Jump Shot,[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,7.51,Missed,,,,,,,,,,,,,,,,,,,
179,212,PT06M57.00S,2021-07-15T01:49:13.6Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,33,33,2021-07-15T01:51:12Z,2110000,,,0,,K. Middleton REBOUND (Off:0 Def:3),[203114],1610612749,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,211,3,3,0,,,,,,,,,,,
180,213,PT06M50.00S,2021-07-15T01:49:23.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203114,92.46057818659659,45.41207107843137,1610612749,33,33,2021-07-15T01:49:28Z,2120000,-23,18,1,right,MISS K. Middleton driving Layup - blocked,"[203114, 203109]",1610612749,MIL,driving,,,Middleton,K. Middleton,,,,,2.94,Missed,,,,,,,,,,,,,,,,,Crowder,203109,
181,214,PT06M50.00S,2021-07-15T01:49:23.8Z,2,REGULAR,block,,[],203109,,,1610612749,33,33,2021-07-15T01:49:27Z,2130000,,,0,,J. Crowder BLOCK (1 BLK),[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
182,215,PT06M50.00S,2021-07-15T01:49:23.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,33,33,2021-07-15T01:49:28Z,2140000,,,0,,TEAM offensive REBOUND,[],1610612749,MIL,,,,,,,,,,,,,,,,213,,,,,,,,,,,,,,
183,217,PT06M50.00S,2021-07-15T01:49:31.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,33,33,2021-07-15T01:52:17Z,2145000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,216,PT06M50.00S,2021-07-15T01:49:39.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,33,33,2021-07-15T01:49:39Z,2150000,,,0,,MIL Timeout,[],1610612749,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,218,PT06M50.00S,2021-07-15T01:52:26.0Z,2,REGULAR,substitution,out,[],1629661,,,1610612749,33,33,2021-07-15T01:53:01Z,2160000,,,0,,SUB out: C. Johnson,[1629661],1610612756,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
186,219,PT06M50.00S,2021-07-15T01:52:26.0Z,2,REGULAR,substitution,in,[],1626164,,,1610612749,33,33,2021-07-15T01:53:01Z,2170000,,,0,,SUB in: D. Booker,[1626164],1610612756,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
187,220,PT06M41.00S,2021-07-15T01:53:29.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203114,83.18002628120894,41.70113357843137,1610612749,35,33,2021-07-15T01:54:46Z,2180000,-41,106,1,right,K. Middleton 11' floating Jump Shot (11 PTS),[203114],1610612749,MIL,floating,,,Middleton,K. Middleton,,,,,11.35,Made,11,,,,,,,,,,,,,,,,,,
188,221,PT06M21.00S,2021-07-15T01:53:49.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,13.091327201051248,35.36305147058824,1610612756,35,33,2021-07-15T01:55:19Z,2190000,73,71,1,left,MISS C. Paul 10' pullup Shot,[101108],1610612756,PHX,pullup,,,Paul,C. Paul,,,,,10.17,Missed,,,,,,,,,,,,,,,,,,,
189,222,PT06M20.00S,2021-07-15T01:53:50.4Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,35,33,2021-07-15T01:55:19Z,2200000,,,0,,K. Middleton REBOUND (Off:0 Def:4),[203114],1610612749,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,221,4,4,0,,,,,,,,,,,
190,223,PT06M08.00S,2021-07-15T01:54:04.5Z,2,REGULAR,foul,personal,['2freethrow'],203109,,,1610612749,35,33,2021-07-15T01:54:21Z,2210000,,,0,,J. Crowder shooting personal FOUL (2 PF) (Lopez 2 FT),"[203109, 201572]",1610612756,PHX,shooting,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,2004,2,0,Lopez,201572,,,
191,225,PT06M08.00S,2021-07-15T01:54:32.8Z,2,REGULAR,freethrow,1 of 2,[],201572,,,1610612749,36,33,2021-07-15T01:54:32Z,2230000,,,0,,B. Lopez Free Throw 1 of 2 (7 PTS),[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,,Made,7,,,,,,,,,,,,,,,,,,
192,226,PT06M08.00S,2021-07-15T01:54:33.8Z,2,REGULAR,substitution,out,[],201950,,,1610612749,36,33,2021-07-15T01:54:47Z,2240000,,,0,,SUB out: J. Holiday,[201950],1610612749,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
193,227,PT06M08.00S,2021-07-15T01:54:33.8Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,36,33,2021-07-15T01:54:47Z,2250000,,,0,,SUB out: P. Connaughton,[1626192],1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
194,228,PT06M08.00S,2021-07-15T01:54:33.8Z,2,REGULAR,substitution,out,[],101108,,,1610612749,36,33,2021-07-15T01:54:47Z,2260000,,,0,,SUB out: C. Paul,[101108],1610612756,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
195,229,PT06M08.00S,2021-07-15T01:54:33.8Z,2,REGULAR,substitution,in,[],201952,,,1610612749,36,33,2021-07-15T01:54:47Z,2270000,,,0,,SUB in: J. Teague,[201952],1610612749,MIL,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
196,230,PT06M08.00S,2021-07-15T01:54:33.8Z,2,REGULAR,substitution,in,[],203507,,,1610612749,36,33,2021-07-15T01:54:47Z,2280000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
197,231,PT06M08.00S,2021-07-15T01:54:33.8Z,2,REGULAR,substitution,in,[],1626166,,,1610612749,36,33,2021-07-15T01:54:47Z,2290000,,,0,,SUB in: C. Payne,[1626166],1610612756,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
198,232,PT06M08.00S,2021-07-15T01:54:58.0Z,2,REGULAR,freethrow,2 of 2,[],201572,,,1610612749,37,33,2021-07-15T01:54:58Z,2300000,,,0,,B. Lopez Free Throw 2 of 2 (8 PTS),[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,,Made,8,,,,,,,,,,,,,,,,,,
199,233,PT05M55.00S,2021-07-15T01:55:11.0Z,2,REGULAR,2pt,Jump Shot,[],1626164,23.209592641261498,40.510110294117645,1610612756,37,35,2021-07-15T01:55:14Z,2310000,47,166,1,left,D. Booker 17' pullup Jump Shot (10 PTS) (D. Ayton 3 AST),"[1626164, 1629028]",1610612756,PHX,pullup,,,Booker,D. Booker,,,,,17.23,Made,10,D. Ayton,1629028,3,,,,,,,,,,,,,,,
200,235,PT05M41.00S,2021-07-15T01:55:25.3Z,2,REGULAR,2pt,Jump Shot,[],203114,79.05716162943496,39.28462009803921,1610612749,39,35,2021-07-15T01:55:29Z,2330000,-54,144,1,right,K. Middleton 15' fadeaway Jump Shot (13 PTS),[203114],1610612749,MIL,fadeaway,,,Middleton,K. Middleton,,,,,15.4,Made,13,,,,,,,,,,,,,,,,,,
201,236,PT05M31.00S,2021-07-15T01:55:35.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,8.541392904073588,55.60661764705882,1610612756,39,37,2021-07-15T01:55:41Z,2340000,-28,28,1,left,C. Payne driving Layup (2 PTS),[1626166],1610612756,PHX,driving,,,Payne,C. Payne,,,,,3.95,Made,2,,,,,,,,,,,,,,,,,,
202,237,PT05M21.00S,2021-07-15T01:55:47.2Z,2,REGULAR,3pt,Jump Shot,[],203114,68.54467805519053,69.18658088235294,1610612749,39,37,2021-07-15T01:57:15Z,2350000,96,243,1,right,MISS K. Middleton 26' 3PT,[203114],1610612749,MIL,,,,Middleton,K. Middleton,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
203,238,PT05M20.00S,2021-07-15T01:55:48.2Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,39,37,2021-07-15T01:57:15Z,2360000,,,0,,D. Ayton REBOUND (Off:0 Def:7),[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,237,7,7,0,,,,,,,,,,,
204,239,PT05M09.00S,2021-07-15T01:55:57.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,7.752956636005257,55.13556985294118,1610612756,39,39,2021-07-15T01:56:04Z,2370000,-26,20,1,left,D. Booker driving floating Jump Shot (12 PTS),[1626164],1610612756,PHX,driving floating,,,Booker,D. Booker,,,,,3.28,Made,12,,,,,,,,,,,,,,,,,,
205,240,PT04M55.00S,2021-07-15T01:56:14.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629028,,,1610612749,39,39,2021-07-15T01:56:52Z,2380000,,,0,,D. Ayton shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1629028, 203507]",1610612756,PHX,shooting,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,2004,2,0,Antetokounmpo,203507,,,
206,242,PT04M55.00S,2021-07-15T01:56:56.6Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,40,39,2021-07-15T01:56:56Z,2400000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (9 PTS),[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,9,,,,,,,,,,,,,,,,,,
207,243,PT04M55.00S,2021-07-15T01:56:59.5Z,2,REGULAR,substitution,out,[],203114,,,1610612749,40,39,2021-07-15T01:57:03Z,2410000,,,0,,SUB out: K. Middleton,[203114],1610612749,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
208,244,PT04M55.00S,2021-07-15T01:56:59.5Z,2,REGULAR,substitution,in,[],201950,,,1610612749,40,39,2021-07-15T01:57:03Z,2420000,,,0,,SUB in: J. Holiday,[201950],1610612749,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
209,245,PT04M55.00S,2021-07-15T01:57:27.0Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,41,39,2021-07-15T01:57:27Z,2430000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (10 PTS),[203507],1610612749,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,10,,,,,,,,,,,,,,,,,,
210,246,PT04M45.00S,2021-07-15T01:57:38.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,11.383048620236531,61.09834558823529,1610612756,41,41,2021-07-15T01:57:44Z,2440000,-55,55,1,left,D. Booker 7' pullup bank Jump Shot (14 PTS),[1626164],1610612756,PHX,pullup bank,,,Booker,D. Booker,,,,,7.78,Made,14,,,,,,,,,,,,,,,,,,
211,247,PT04M37.00S,2021-07-15T01:57:46.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,86.81011826544021,50.314031862745104,1610612749,41,41,2021-07-15T01:57:50Z,2450000,2,71,1,right,MISS G. Antetokounmpo 7' pullup Shot,[203507],1610612749,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,7.15,Missed,,,,,,,,,,,,,,,,,,,
212,248,PT04M36.00S,2021-07-15T01:57:47.5Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,41,41,2021-07-15T01:57:50Z,2460000,,,0,,J. Crowder REBOUND (Off:1 Def:3),[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,247,4,3,1,,,,,,,,,,,
213,249,PT04M36.00S,2021-07-15T01:57:51.5Z,2,REGULAR,foul,personal,[],200782,,,1610612756,41,41,2021-07-15T02:00:58Z,2470000,,,0,,P. Tucker take personal FOUL (1 PF),"[200782, 1626164]",1610612749,MIL,take,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,1148,1,0,Booker,1626164,,,
214,251,PT04M24.00S,2021-07-15T01:58:18.6Z,2,REGULAR,2pt,Jump Shot,[],1626164,17.871222076215506,27.014399509803923,1610612756,41,43,2021-07-15T01:58:24Z,2490000,115,115,1,left,D. Booker 16' fadeaway Jump Shot (16 PTS) (D. Ayton 4 AST),"[1626164, 1629028]",1610612756,PHX,fadeaway,,,Booker,D. Booker,,,,,16.29,Made,16,D. Ayton,1629028,4,,,,,,,,,,,,,,,
215,253,PT04M08.00S,2021-07-15T01:58:37.9Z,2,REGULAR,turnover,out-of-bounds,[],201572,,,1610612749,41,43,2021-07-15T01:58:47Z,2510000,,,0,,B. Lopez bad pass out-of-bounds TURNOVER (1 TO),[201572],1610612749,MIL,bad pass,,,Lopez,B. Lopez,,,,,,,,,,,,,,,1,,,,,,,,,,
216,254,PT04M08.00S,2021-07-15T01:58:43.6Z,2,REGULAR,substitution,out,[],203109,,,1610612756,41,43,2021-07-15T01:58:48Z,2520000,,,0,,SUB out: J. Crowder,[203109],1610612756,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
217,255,PT04M08.00S,2021-07-15T01:58:43.6Z,2,REGULAR,substitution,in,[],1629661,,,1610612756,41,43,2021-07-15T01:58:48Z,2530000,,,0,,SUB in: C. Johnson,[1629661],1610612756,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
218,256,PT03M56.00S,2021-07-15T01:59:03.8Z,2,REGULAR,turnover,out-of-bounds,[],1629661,,,1610612756,41,43,2021-07-15T01:59:12Z,2540000,,,0,,C. Johnson lost ball out-of-bounds TURNOVER (1 TO),[1629661],1610612756,PHX,lost ball,,,Johnson,C. Johnson,,,,,,,,,,,,,,,1,,,,,,,,,,
219,259,PT03M43.00S,2021-07-15T01:59:43.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",201572,91.01511169513797,47.61795343137255,1610612749,43,43,2021-07-15T02:01:01Z,2570000,-12,32,1,right,B. Lopez Layup (10 PTS) (G. Antetokounmpo 3 AST),"[201572, 203507]",1610612749,MIL,,,,Lopez,B. Lopez,,,,,3.41,Made,10,G. Antetokounmpo,203507,3,,,,,,,,,,,,,,,
220,261,PT03M43.00S,2021-07-15T01:59:47.8Z,2,REGULAR,violation,defensive goaltending,[],1629028,,,1610612749,43,43,2021-07-15T02:00:08Z,2590000,,,0,,D. Ayton defensive goaltending VIOLATION,[1629028],1610612756,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,1148,,,,,,,
221,262,PT03M28.00S,2021-07-15T02:00:00.9Z,2,REGULAR,foul,personal,['2freethrow'],200782,,,1610612756,43,43,2021-07-15T02:00:25Z,2600000,,,0,,P. Tucker shooting personal FOUL (2 PF) (Booker 2 FT),"[200782, 1626164]",1610612749,MIL,shooting,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,2004,2,0,Booker,1626164,,,
222,264,PT03M28.00S,2021-07-15T02:00:26.9Z,2,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,43,44,2021-07-15T02:05:13Z,2620000,,,0,,D. Booker Free Throw 1 of 2 (17 PTS),[1626164],1610612756,PHX,,,,Booker,D. Booker,,,,,,Made,17,,,,,,,,,,,,,,,,,,
223,267,PT03M28.00S,2021-07-15T02:00:26.9Z,2,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,43,45,2021-07-15T02:05:13Z,2625000,,,0,,D. Booker Free Throw 2 of 2 (18 PTS),[1626164],1610612756,PHX,,,,Booker,D. Booker,,,,,,Made,18,,,,,,,,,,,,,,,,,,
224,265,PT03M28.00S,2021-07-15T02:00:28.2Z,2,REGULAR,substitution,out,[],201952,,,1610612749,43,45,2021-07-15T02:05:13Z,2630000,,,0,,SUB out: J. Teague,[201952],1610612749,MIL,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
225,266,PT03M28.00S,2021-07-15T02:00:28.2Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,43,45,2021-07-15T02:05:13Z,2640000,,,0,,SUB in: P. Connaughton,[1626192],1610612749,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
226,268,PT03M11.00S,2021-07-15T02:01:26.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626164,,,1610612749,43,45,2021-07-15T02:06:43Z,2642500,,,0,,D. Booker shooting personal FOUL (2 PF) (Holiday 2 FT),"[1626164, 201950]",1610612756,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,2004,2,0,Holiday,201950,,,
227,270,PT03M11.00S,2021-07-15T02:01:26.6Z,2,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,44,45,2021-07-15T02:10:02Z,2667734,,,0,,J. Holiday Free Throw 1 of 2 (6 PTS),[201950],1610612749,MIL,,,,Holiday,J. Holiday,,,,,,Made,6,,,,,,,,,,,,,,,,,,
228,309,PT03M11.00S,2021-07-15T02:01:53.8Z,2,REGULAR,substitution,out,[],201572,,,1610612749,44,45,2021-07-15T02:09:44Z,2673730,,,0,,SUB out: B. Lopez,[201572],1610612749,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
229,310,PT03M11.00S,2021-07-15T02:01:53.8Z,2,REGULAR,substitution,out,[],1628969,,,1610612749,44,45,2021-07-15T02:09:44Z,2676728,,,0,,SUB out: M. Bridges,[1628969],1610612756,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
230,311,PT03M11.00S,2021-07-15T02:01:53.8Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,44,45,2021-07-15T02:09:44Z,2678227,,,0,,SUB in: B. Portis,[1626171],1610612749,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
231,312,PT03M11.00S,2021-07-15T02:01:53.8Z,2,REGULAR,substitution,in,[],1628470,,,1610612749,44,45,2021-07-15T02:09:44Z,2678976,,,0,,SUB in: T. Craig,[1628470],1610612756,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
232,273,PT03M11.00S,2021-07-15T02:01:26.6Z,2,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,45,45,2021-07-15T02:10:02Z,2679726,,,0,,J. Holiday Free Throw 2 of 2 (7 PTS),[201950],1610612749,MIL,,,,Holiday,J. Holiday,,,,,,Made,7,,,,,,,,,,,,,,,,,,
